"header","Zygotic_r1","Zygotic_r2","Day7_r1","Day7_r2","Day14_r1","Day14_r2","Somatic_r1","Somatic_r2"
"AT5G16970",697.7408482,347.3364112,3614.318558,3510.891726,1237.814254,995.7698661,440.4319603,994.7158644
"AT5G16980",47.48072419,33.7348264,480.9083275,693.2970556,152.654483,120.6184207,8.993184273,116.5956474
"AT5G17000",16.29694639,5.738206868,107.5063142,110.087692,61.78157539,74.06692125,73.30975533,76.8008195
"AT5G17050",1158.712537,1122.139998,294.4284533,244.4710455,565.9130335,542.754131,842.5824973,578.6022978
"AT5G17100",24.29388869,31.33198561,3.030264353,2.848996184,6.22256179,15.72692644,0.789288155,1.495797949
"AT5G17130",1.885196592,0.760843981,10.06082562,4.933595012,11.05933955,6.069259111,0.692674468,2.208316023
"AT5G16770",444.5861177,125.1170746,14.72363238,21.5224662,29.93517873,24.62730802,28.09016939,53.83082542
"AT5G16030",362.8851527,426.2420487,6.665823505,10.33088798,4.809687696,8.148318823,59.75115597,61.12901589
"AT5G15950",1981.801291,2131.60846,126.9100913,155.797328,72.89168978,59.82649396,349.6586676,315.4796785
"AT5G16230",270.301311,198.4363846,42.4059638,16.77308215,40.25833594,69.58501107,61.17998329,67.36458426
"AT5G16240",1636.389166,1719.469483,372.6022955,430.4281429,98.78092043,111.7071541,28.88371358,417.7516794
"AT5G16150",9474.377462,9971.13588,1694.927492,1950.640863,1781.481522,1795.069617,2407.108569,2096.004844
"AT5G15700",11.71433417,7.402585615,205.2558979,209.2145175,199.4489278,177.7906745,135.609868,162.6699122
"AT5G15740",959.1451737,1008.082352,201.7016451,231.7621296,238.279502,227.257416,315.8987049,207.521521
"AT5G15830",16.69716038,32.56813526,0.959765589,3.264124682,10.46984745,5.538185729,323.2184672,342.7488128
"AT5G15850",695.7745705,675.4035252,158.5039784,113.2840112,135.3441642,143.2085299,83.66930555,92.62905118
"AT5G15840",45.04602681,52.85513663,8.03928579,9.959972092,7.794032633,6.486645618,123.5224043,63.14424295
"AT5G15800",283.3298119,176.0668837,9.441832846,6.822986336,11.26813917,4.232309152,12.66533389,12.03993604
"AT5G15900",4.71721168,2.374082431,30.82086418,23.085397,16.03704237,22.02252065,54.23344169,34.71251054
"AT5G15600",111.554024,127.9825587,7.477854358,3.428544741,5.373527651,15.85626073,155.3811218,166.198532
"AT5G14920",79.24393906,69.72747942,3639.347046,4068.050528,3945.533878,4196.171654,1482.423488,814.2552429
"AT5G15480",1.923440645,1.596052403,16.20476713,3.280464047,1.707538899,18.21338291,14.17237973,29.18435673
"AT5G15550",310.7361062,352.4020706,1399.3413,1554.968671,2375.746659,2232.255643,1574.426655,943.9889594
"AT5G15530",9185.56028,8522.049328,638.8492335,604.2524262,313.9352514,290.4279728,617.2579807,850.9368295
"AT5G14940",245.2597175,305.7968239,67.23429497,43.01433996,19.0229764,49.04902785,159.4206382,205.8274717
"AT5G14980",157.6148287,114.7403041,2.098817529,24.45872367,5.395255777,18.66629858,7.372851074,7.359891199
"AT5G14990",9.859678363,4.750507199,1.638594946,0.650137609,1.343224267,18.27460481,0.670369854,3.733039872
"AT1G31670",53.43082482,2.819095488,3.20180548,3.840444356,2.381112756,2.427103653,2.886958929,3.131045563
"AT1G31660",289.8861187,371.1417543,1245.278646,1488.4287,1295.324141,1127.80894,727.8922891,776.1672347
"AT5G14750",183.2031837,191.3071758,38.42750153,25.72930812,33.85958526,45.53640114,44.67299084,76.6623883
"AT5G14880",322.1479915,293.9429096,48.66176498,28.65553302,11.52359172,30.51619816,317.6425169,252.1935888
"AT5G14800",288.5037894,723.0467919,2710.980492,3130.131186,2803.976071,3009.712509,4064.336658,2562.089181
"AT5G14930",8.872453713,12.78989483,123.8314384,158.4840826,146.3058276,169.8576056,69.51425278,72.90100884
"AT1G31700",14.48602288,15.30462619,4.035650257,2.572618175,24.01694311,3.144782911,156.1681874,33.94060904
"AT5G35310",7.461902906,2.898703705,42.15312496,18.56748357,9.38165939,12.93898417,8.59913287,43.28236405
"AT5G35370",5.228781746,3.043259206,457.3882124,515.8382253,371.9854506,308.500423,201.6194547,218.9875461
"AT5G35380",3.230352454,4.302756599,22.05736436,22.12021381,5.495578959,0.980702298,9.438061804,1.99822041
"AT5G35360",13587.41709,12920.42201,2779.405348,2851.800195,2629.278671,2432.237898,2892.222626,3453.539368
"AT1G48910",229.7465427,152.2311033,38.54902348,28.36372187,25.60173481,40.73351124,5.010427269,41.48988307
"AT5G35130",8.481950802,2.25744358,47.93512143,7.324879281,3.703041957,17.15279069,7.792147023,33.93082516
"AT5G35170",1051.995081,827.6543416,211.0010894,219.1732626,186.4222406,136.3599724,430.8381607,291.3854311
"AT5G35250",3.315474597,2.488434042,16.52208206,11.3828068,15.0097965,29.01606686,0.948068779,13.99587291
"AT5G33370",13.13395182,6.053718622,52.64258079,42.35883556,38.21833891,35.85267333,35.78237225,11.56678447
"AT5G34460",16.14216253,11.91727655,1.610207738,5.352975362,3.238740114,20.66313206,9.226879312,8.70876171
"AT5G29080",12.71121722,2.892908344,2.437576846,0.660305777,4.794193148,15.01823098,2.527088489,28.59902608
"AT5G29100",3.457700125,2.526634495,20.53925782,11.97300337,4.782379778,26.27381808,5.872280008,6.416855905
"AT5G27660",65.97996074,54.79510401,273.2558828,273.3616727,310.4882351,309.3730994,208.8748606,198.150333
"AT5G27890",3.094756873,3.485566859,72.67208733,91.38453464,34.26737962,38.55853835,23.45516297,55.60627508
"AT5G27390",156.8312546,270.952568,847.9420093,941.11711,765.3680661,690.5519483,497.8900557,279.4830113
"AT5G27440",12.59586505,3.34126306,67.26932438,54.36527688,54.83871408,46.64025997,34.87343513,43.78269043
"AT5G27570",0.5022715,1.25508325,1.431400225,5.820651808,10.84197382,1.327470362,1.378869969,0.781926094
"AT5G27580",5.116985048,1.164030984,38.12683068,2.391675317,9.109640407,18.72648197,6.940715728,2.483893103
"AT5G27600",327.7756929,252.709887,1830.016502,1510.205971,946.6060556,1037.947633,848.4538911,1231.594153
"AT5G27290",230.4518783,278.3913939,58.38987223,54.615925,40.90250661,43.33792989,129.1722563,112.5326594
"AT5G26930",4.148497544,30.18137894,296.2020074,354.6319475,84.92790685,96.77536344,26.50179809,58.07818442
"AT5G27140",122.0558996,150.8482163,573.5248121,718.7365761,1481.325049,1269.901666,929.9303076,525.5935078
"AT5G27190",1.314516378,0.287803215,3.018367243,4.58860345,1.462861682,0.559942491,1.1184543,3.296127708
"AT5G27200",11062.71601,8288.918776,150.976607,81.98706016,50.76868148,29.98019747,8.416839083,144.9661538
"AT5G26920",18.80278275,6.949494847,110.7709345,122.3146525,248.8777772,188.2752745,332.9874119,140.1592026
"AT5G26960",107.4230317,162.6246176,9.937000303,17.95007109,229.2707103,203.8567387,213.3133236,56.53848477
"AT5G26970",0.713198399,5.242829082,14.67956233,10.33787945,7.936536555,2.169753607,1.072509851,2.923335666
"AT5G26260",7.190942135,2.249645666,298.5001749,244.5409883,2843.574135,2720.079742,432.1704177,265.1044729
"AT5G26310",2.953019253,38.56500981,1.936063108,1.673457841,5.255121905,3.734142923,31.78403852,7.067905014
"AT5G26340",36.90244812,25.00805387,1985.230243,2279.99668,2794.785256,3358.674251,509.8209077,821.9829792
"AT5G26625",21.66994051,11.28555257,6.271739545,1.95098616,2.337715271,3.257574523,3.476841788,10.07072734
"AT5G26860",104.1538019,121.5743879,971.0281665,771.3539281,434.0852884,467.7294436,315.7974318,284.1328452
"AT5G26200",30.0764704,60.19155589,2.805270129,12.54185762,127.7052059,137.194979,209.3456589,272.0098467
"AT5G26280",23.6011165,15.06890073,206.6460063,210.9944605,805.3866724,829.8330989,413.8644105,436.1791999
"AT5G25840",1.936486918,3.5723403,31.41948684,3.32442248,87.24525607,104.3279513,43.05971157,13.98809914
"AT5G26120",188.3710192,90.6023811,8.184218602,6.875249912,14.14589667,5.568034652,6.298472149,6.96973085
"AT5G26110",113.9397733,178.5491566,564.337581,840.0728885,771.8238972,734.7439359,578.6132672,702.6441473
"AT5G26220",48.72255124,66.03630659,2813.817686,2762.494224,1133.327557,1010.148227,1860.719784,1128.393979
"AT5G26230",204.6729095,272.5071903,48.2295298,20.76291682,27.56859391,32.05938161,45.09216639,52.5908198
"AT5G25470",1216.634646,1443.929435,235.4475938,160.9288897,98.97101272,132.9058492,57.45081468,198.5650667
"AT5G25620",72.99461557,35.86956822,6.980133714,8.360440808,48.58707292,49.87311466,34.38204143,43.85171659
"AT5G25610",167.9038704,492.0878542,1767.626549,1179.125701,879.7407595,719.1791933,158.8131622,162.0443858
"AT5G25460",364.6347384,439.9741683,2808.468615,3138.614011,3964.6343,4493.980674,2727.107891,2366.745187
"AT5G25180",32.31674821,19.22552724,1490.705599,1054.062571,279.6502253,318.6569778,11.34250084,245.6395235
"AT5G25190",59.7773581,48.54766588,1697.104207,2392.741408,1307.450602,1400.546446,738.9058722,873.8704245
"AT5G25370",5.212713101,2.24046323,7.32971374,31.15434028,10.63624409,36.3958516,21.94188478,14.51811145
"AT5G25440",6.96051203,4.307303408,299.2214476,516.323127,471.0908303,408.95751,133.5011503,160.7379277
"AT5G25450",247.9428377,138.8462624,902.0513822,1010.053297,440.4463648,423.8757636,145.4175909,264.3575237
"AT5G25120",4.042413318,11.89812459,57.032722,29.91157662,46.04686527,38.16154801,34.316442,36.03325832
"AT5G24800",510.6622498,152.8626242,1787.211191,2274.207697,1281.030422,1221.698184,278.8081252,568.5965229
"AT5G24930",10488.72489,7893.664648,484.7124604,442.7951132,613.7593596,481.0903699,1784.600428,721.0823615
"AT5G24910",177.7741717,245.0862332,11.53480025,25.89334523,22.01339197,42.54627683,19.31447607,37.28185802
"AT5G67460",130.2411197,99.49256629,620.1432591,1051.494603,354.7494986,319.7098385,359.7543075,222.7903432
"AT5G67420",39.66426709,10.56813768,363.8375685,318.0393561,473.1489651,576.1790312,898.2818762,999.3426732
"AT5G67550",6.725365128,2.864665301,21.39172534,17.14698368,4.385352598,4.348179983,47.3778586,24.16025806
"AT5G67600",1178.423207,733.0358154,10128.63685,8361.711615,9089.506047,8140.761353,4184.267983,6633.90957
"AT5G66960",46.55825582,61.36404196,222.5375728,285.9649936,203.3191259,192.1454187,99.15579649,107.0752401
"AT5G66970",11.04469857,27.07950107,4.419391868,2.977238571,5.316098017,2.316608646,2.328205776,10.41982655
"AT5G67080",16.36160406,19.19126778,78.0590067,83.13613411,76.00884124,77.34570173,66.40324305,34.23750843
"AT5G67250",923.4030064,1099.675232,272.2745536,155.2572663,925.1644166,951.4292334,1008.057381,844.8281432
"AT5G67180",1.971227351,7.778293218,4.319798769,36.7771609,30.44525924,19.36172534,74.59023157,77.25847028
"AT5G67220",312.6395022,444.9305867,1571.582458,1795.932299,2411.62672,2691.354388,1856.161416,1208.131947
"AT5G66700",34.49108303,29.58034829,179.9484821,190.3994424,596.7328087,390.8402627,689.1002306,538.332255
"AT5G66780",2286.439371,1078.311334,11999.25646,9808.105711,7943.822376,7958.737265,38.12512848,6984.82132
"AT5G66920",170.7810173,152.8217888,2749.428743,3447.038176,2934.455584,2923.102343,1523.721706,1701.603112
"AT5G66640",1.428870826,2.127099017,8.803629678,12.7906681,14.27223527,26.92949409,21.04761327,7.954295429
"AT5G66570",19645.41023,16395.2075,468.5994129,199.5726316,114.3527441,135.242756,3393.420577,3572.45712
"AT5G66330",990.0979006,908.2546444,80.96648878,46.06127993,38.26129328,28.02453883,143.377392,156.0183235
"AT5G66280",29.7175144,38.57059741,821.117246,345.5014961,1844.937689,2070.082513,81.9315333,107.0046174
"AT5G66400",498.0790345,1098.562919,10783.74547,7618.962835,8972.544077,8761.583743,44.2395511,8557.09247
"AT5G66520",147.2420685,143.6600136,28.69941353,39.40214122,2.035493214,27.31220985,27.07957776,61.82980537
"AT5G66620",47.8740363,38.14313179,3.890461065,10.88846776,2.02284267,0.620237636,9.763505926,20.08942108
"AT5G65870",2.322448713,16.77144426,197.1432591,135.0828794,208.5576171,200.9526645,547.0141218,519.5503317
"AT5G65890",1406.236915,955.9023323,189.9272904,96.49740701,41.31506709,9.974132903,32.7773015,82.83921066
"AT5G66020",73.38589622,41.97136736,3.313963856,8.798584469,4.794351892,6.166387333,3.728272096,14.93500778
"AT5G66080",40.08959941,45.23056751,496.7132874,348.162495,156.8180514,150.0017506,19.13947604,124.4502914
"AT5G66190",9386.206455,9254.292373,419.4408096,353.1826953,189.6397282,189.1307895,1032.652864,1690.454395
"AT5G65590",154.4882611,242.0437561,7.291543834,3.711295046,3.072713606,10.56055164,19.36429291,9.323987379
"AT5G65630",905.9424029,842.7391326,222.6178013,192.6524355,566.7945077,545.9175181,768.2420559,616.1894869
"AT5G65660",1660.70074,1292.121979,8081.588273,7185.351109,6094.743141,5149.972584,4402.356041,5212.18446
"AT5G65750",402.2084905,373.7333174,1646.329919,1607.664795,1421.830744,1532.070755,438.7129786,704.9908144
"AT5G65860",189.6267262,319.0221652,1002.691754,1113.511376,1923.619741,2152.753756,1304.125581,1006.035308
"AT5G65550",135.3557137,118.0975862,1022.235398,693.9997682,163.2922359,168.9344323,17.6872587,404.2792736
"AT5G65110",730.1622515,675.6541397,3208.946274,3041.08959,2431.284164,2208.584891,763.3495473,1009.591296
"AT5G65410",1231.539953,1795.940053,168.6858957,281.5630962,20.97891517,8.543272882,70.39224673,88.09291778
"AT5G65390",128.7221195,136.1538189,679.1445747,968.4489003,980.068042,1002.812258,1228.442518,1243.173376
"AT5G65310",67.18531236,55.63679207,294.4514335,373.2103262,816.4949899,723.25414,943.4812117,779.5558129
"AT5G65500",6.384647052,4.10613114,48.38040444,37.41930952,30.79725954,38.57059758,7.546638355,5.848379398
"AT5G65210",35.14620012,32.39539775,218.327216,288.1485626,264.8694183,247.8488141,715.1444943,750.270755
"AT5G64905",5.93977993,2.906359591,57.16194988,5.196041417,6.204069852,10.48361387,3.747760373,17.30108599
"AT5G65170",67.89013155,42.86694689,198.150228,324.2076629,255.8969376,296.9628478,117.8842947,175.0829265
"AT5G65230",181.7772909,137.649947,40.46992521,9.421269412,16.78514977,9.636945047,35.82603135,48.11720279
"AT5G64940",955.3654775,1609.396334,205.9138698,288.0886223,345.2300386,413.9455111,802.0819964,539.7073007
"AT5G64660",166.3327589,207.7074603,845.655125,664.57956,469.4745033,436.5998402,396.0830954,320.5419928
"AT5G64700",42.0548974,15.66300054,5.345910626,5.7575066,14.88090013,4.673876534,159.4326534,81.46790969
"AT5G64620",2561.564654,2051.767066,227.9223598,339.2270818,145.2092108,116.819426,482.5051292,477.9643587
"AT5G64530",1361.621659,1083.457258,50.87120902,21.47728109,5.266058042,31.84889203,31.78214962,51.41574514
"AT5G64550",738.344745,1128.695574,86.19814008,83.99865859,329.9469862,296.3728825,439.2308559,444.6443814
"AT5G64570",4008.213252,5545.005237,93.41699879,71.75570955,87.12148532,76.52428767,1859.275597,710.7988135
"AT5G64210",63.26694924,36.85867557,349.1485921,255.8636552,127.2078457,168.9152612,27.73844211,127.9572082
"AT5G64410",188.6325831,172.4129769,1132.218462,1453.890033,768.463359,629.7702991,654.3434593,548.6977943
"AT5G64100",12.24426994,4.686766105,470.3428919,372.6319686,433.340225,529.7230852,86.15255674,115.489594
"AT5G63905",35.27778588,55.4454882,187.2457786,232.8213348,117.6572174,93.1468488,115.3589417,166.0170949
"AT5G63930",139.4456057,134.7058546,583.7477815,786.4570193,1282.907844,927.3649175,556.7539783,607.9752053
"AT5G64060",28.77504491,35.44457016,287.0122557,832.6398705,308.8082846,288.758606,46.79508552,3.56083919
"AT5G63990",22.95390906,18.29598827,201.908364,220.4402221,199.4775583,221.1996948,311.8042364,254.215632
"AT5G64040",9415.167285,10426.93919,43.71287248,23.36209894,13.10919271,3.278945128,1674.066046,748.6736466
"AT5G64190",503.1566009,239.6855573,46.51480822,21.29774172,27.63722221,3.102546428,13.57124556,7.116549969
"AT5G64120",5.101764642,20.4779093,710.9199963,755.3556788,302.5083047,396.6704381,2940.70157,974.7486191
"AT5G63790",399.3936134,371.9509334,2618.044706,2641.126483,2850.506095,2523.898614,1236.591822,1454.555204
"AT5G63650",914.3749829,746.1568116,183.8552755,113.9599889,242.3716279,239.0113667,481.2055234,364.2907329
"AT5G63590",169.8808172,11.70939087,2.57624239,13.29685732,33.42038013,26.38300346,330.1924621,240.190938
"AT5G63800",369.8841203,436.2095092,65.94547426,51.30566008,47.8416361,59.21405004,94.75538118,118.6425173
"AT5G63580",10.2861801,29.01813467,5.599045891,1.877163539,3.209527137,2.66090267,116.6850506,111.3620285
"AT5G63560",52.0723369,72.62539204,17.74773757,2.052560368,99.22254284,118.0622274,464.4109143,566.6635308
"AT5G63180",1323.534453,348.8438233,5.329060611,11.01622215,3.620979833,9.102552132,78.03617302,8.029116077
"AT5G62960",484.694131,814.8982679,120.0327033,170.6464582,70.61363483,83.9749557,239.8516866,310.288951
"AT5G62920",5.220441705,3.1219467,53.32983768,14.51155982,198.3900581,180.7479201,283.3080616,185.0896189
"AT5G63070",235.8674738,343.5034885,24.39482098,13.86316059,18.02006745,30.30496501,10.91193818,6.272251775
"AT5G63030",1870.577581,802.5460144,9006.346926,5160.587309,2802.420767,2582.887815,566.4724228,3927.076066
"AT5G62850",2720.483549,4296.607779,13.56179643,14.30821672,24.74780081,21.54043897,2.155487636,53.55940366
"AT5G62480",6.139913616,23.98668971,1340.571991,1121.523331,341.4005271,331.7033604,17.89126886,14.85369975
"AT5G62490",1093.357859,649.3857315,16647.41201,11295.56254,7889.37919,7336.142394,20.74209064,5501.930356
"AT5G62670",1441.518361,1126.735751,286.8645907,349.085437,380.7494531,408.6728141,982.772114,785.7707858
"AT5G62630",593.7118422,624.2336335,52.66046592,59.60637391,55.07373492,61.29450773,1007.186097,1040.652911
"AT5G62440",165.8099624,108.3660445,657.7280788,555.1953261,704.8653122,655.0973408,824.4925756,284.7178569
"AT5G62170",256.9805884,371.6850504,46.74940574,61.61532079,46.48833694,36.90735926,54.82519875,44.20263784
"AT5G62180",12.43954255,76.19805535,666.1175887,618.3859801,1281.359882,1443.313357,177.7954075,109.790855
"AT5G62100",224.7911611,185.9428458,36.06974572,26.50509114,2.875089755,15.21429485,16.72777617,125.8828253
"AT5G62080",39.86807163,18.20905665,6.174739434,3.459691078,11.58159922,4.069898628,5.463506611,3.359797215
"AT5G62190",426.8668355,406.2105539,1566.324052,2416.322232,5576.953419,5765.979647,3920.9179,2959.682841
"AT5G62230",386.3560289,396.7849757,74.15822579,116.7339956,46.02873562,86.78483008,33.16159004,122.9231942
"AT5G62150",773.0818523,1039.487544,221.0936513,107.7709906,74.17651655,115.2428902,101.23446,103.978628
"AT5G61820",287.1076239,231.9498615,9786.099867,7562.145881,4866.03638,4564.047426,484.3158416,1222.967174
"AT5G61890",11.07603748,52.67813123,946.8005216,1323.584563,1216.070474,1077.16774,75.66440705,130.2630677
"AT5G61740",31.74321225,25.20450586,171.9737341,194.2320881,223.0950952,220.5522159,117.2704387,102.954004
