,z1_counts,z2_counts,o1_counts,o2_counts,g1_counts,g2_counts,h1_counts,h2_counts,t1_counts,t2_counts,b1_counts,b2_counts,m1_counts,m2_counts
AT3G07740,56.24140985,51.60845871,314.1653399,409.8853537,138.1991272,75.0860674,246.0924148,200.1724786,229.5924308,242.1815611,193.2734111,225.3788332,535.0543518,354.1349288
AT4G16420,360.7207666,365.6827932,775.3538684,1044.98244,361.950095,332.1603999,1710.568748,1447.24702,626.4593469,495.4008877,453.9677795,558.4754912,459.9590042,377.6134876
AT1G16060,20.36326908,5.898109567,41.01173156,76.57198916,6.580910818,7.635871262,40.76377423,13.01121111,45.91848616,33.11329656,16.85523934,6.628789213,1.564486409,1.956546568
AT2G16500,2928.43203,4147.845553,2544.274969,2891.718649,1023.331632,1343.913342,3156.927849,2380.050771,2932.22333,1815.387788,1206.835137,435.8428907,422.4113304,232.8290416
AT4G34710,3093.277542,2230.959944,1087.971596,2421.026128,3109.480361,5304.385236,4533.837556,4548.919577,1374.274693,1075.857498,771.9699617,913.1157141,306.6393361,220.1114889
AT3G46010,1014.284736,1297.584105,2416.596937,3495.286093,3007.476244,2368.392736,2572.647085,3363.898503,2489.437928,3006.167903,1591.134594,1281.013515,2061.993087,2306.768404
AT5G52360,12.60583324,4.423582176,10.83328758,6.756351984,3.290455409,2.545290421,6.039077664,3.002587179,0,0,0,1.657197303,1.564486409,0
AT1G01750,56.24140985,45.71034915,119.9399697,51.79869855,52.64728654,87.81251951,70.95916255,97.08365213,26.23913495,24.02337201,31.46311343,16.57197303,14.08037768,34.23956494
AT3G46000,327.7516643,337.6667727,456.545691,549.5166281,250.0746111,257.0743325,427.2647447,774.6674922,698.616968,792.7712765,702.3016391,969.4604224,2137.088434,2890.797554
AT5G59880,315.1458311,434.9855806,1312.37541,959.4019818,1309.601253,1739.706002,1672.824513,2047.764456,2269.685173,3879.44994,3164.290265,2857.008151,1539.454626,1908.611177
AT5G59890,385.9324331,365.6827932,1223.387691,1108.041725,1609.032695,1321.005728,1450.888409,1251.077991,1298.83718,1409.587585,1606.86615,1100.379009,156.4486409,206.4156629
AT2G16700,85.33179426,66.35373263,109.1066821,114.8579837,19.74273245,13.99909731,7.54884708,7.006036752,52.4782699,61.68163085,83.15251407,81.20266786,10.95140486,24.4568321
AT2G31200,34.90846129,13.27074653,116.0709384,207.1947942,187.5559583,95.44839077,102.6643203,115.0991752,334.5489706,457.7426289,662.9727473,772.2539433,453.7010586,446.0926175
AT4G25590,5.818076881,7.372636959,47.20218161,20.26905595,13.16182164,3.817935631,6.039077664,0,0,0,0,0,4.693459227,0
AT4G00680,0,0,6.190450047,2.252117328,0,0,0,1.000862393,0,0,0,0,1.564486409,0
AT4G34970,42.66589713,53.08298611,78.15443184,63.05928519,65.80910818,114.5380689,63.41031547,87.0750282,0,1.947840974,0,0,0,0
AT5G48300,335.5091002,314.0743345,1521.303099,1639.541415,592.2819736,656.6849285,3916.341865,3103.674281,7970.137241,8989.935376,10582.84294,10007.81451,192.4318283,483.2670023
AT1G77120,1407.974605,1655.894261,5578.369298,4772.236618,967.3938902,733.0436411,862.0783365,641.552794,2131.929715,2119.25098,2832.803892,8771.545326,100017.6161,118678.2452
AT2G37250,356.8420487,433.5110532,420.9506032,572.0378013,510.0205884,1271.372565,4328.508915,1450.249608,806.8533997,823.2874517,468.5756536,737.4527999,92.30469812,99.78387497
AT3G09820,3233.881066,2387.259847,5288.191953,4378.116086,6669.753114,6573.212511,3667.229911,3716.202066,9059.061341,9708.688695,6708.385257,2729.403958,129.8523719,296.4168051
AT5G03300,1779.361846,2372.514573,3007.01111,1317.488637,2434.937003,2404.026802,3214.299087,3344.882118,2131.929715,2130.288745,1066.374809,432.5284961,358.2673876,174.1326446
AT1G10290,65.93820465,48.65940393,182.6182764,218.4553808,200.7177799,105.6295525,545.0267592,582.5019128,885.5708045,813.5482469,219.1181114,139.2045735,17.2093505,53.80503062
AT4G01100,3851.566895,3115.676379,6263.961641,6402.769564,4869.874005,5308.203172,3667.229911,3608.108927,3926.030567,3521.047201,1568.660941,1864.346966,1458.101333,2259.811286
AT3G57510,1.93935896,1.474527392,12.38090009,6.756351984,0,1.27264521,0,8.006899145,0,0,2.247365245,0,17.2093505,4.89136642
AT1G33560,12.60583324,23.59243827,24.76180019,20.26905595,6.580910818,7.635871262,21.13677182,41.03535812,65.59783737,127.908224,255.0759553,61.31630022,61.01496994,39.13093136
AT4G33300,127.9976914,113.5386092,287.8559272,153.1439783,78.97092981,54.72374404,661.2790042,609.5251974,383.7473486,518.7749794,266.3127816,135.8901789,70.4018884,75.32704287
AT5G04720,179.3907038,156.2999035,406.2482843,328.8091299,75.6804744,72.54077698,375.9325846,387.3337461,383.7473486,283.0862216,105.6261665,104.4034301,236.2374477,78.26186273
AT5G47280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G06080,116.3615376,315.5488619,530.8310915,727.433897,12720.90061,6311.047598,11433.48379,13386.53451,10210.30339,6796.017159,2686.725151,1319.129053,0,93.91423527
AT3G57610,2763.586519,2562.728607,4070.220906,5429.854878,6087.342506,4727.876956,8140.676691,12823.04898,4742.723642,2946.434113,868.6066673,783.8543244,581.9889441,960.664365
AT1G11790,51.39301245,56.03204089,273.1536083,231.9680848,128.3277609,61.08697009,167.5844052,232.2000752,764.2148054,747.3216537,1141.661545,697.6800646,31.28972818,36.19611151
AT3G07630,19.3935896,25.06696566,301.0106335,445.919231,263.2364327,181.9882651,339.6981186,299.2578555,508.3832396,514.8792975,359.5784392,425.8997069,237.8019341,179.024011
AT3G44720,77.57435842,86.99711612,115.2971321,92.33681045,6.580910818,2.545290421,25.66608007,13.01121111,856.0517777,511.6328959,1533.82678,904.8297275,4.693459227,11.73927941
AT5G22630,797.0765327,1013.000318,303.3320523,592.3068573,62.51865277,101.8116168,61.90054605,54.04656923,301.7500519,225.3002727,253.9522727,137.5473762,7.822432044,15.65237255
AT1G08250,61.08980725,50.13393132,82.79726938,67.56351984,19.74273245,15.27174252,25.66608007,16.01379829,104.9565398,61.03235052,162.9339803,24.85795955,29.72524177,27.39165195
AT5G16970,156.1183963,154.8253761,169.46357,173.4130343,194.1368691,153.9900704,1049.289744,655.5648675,131.1956747,136.9981485,2001.278751,1483.191586,9426.030613,6507.473886
AT3G26810,1982.024858,2475.731491,2504.037044,2324.185083,2645.526149,1929.330139,5176.999327,4954.268846,2548.475982,2062.114311,1382.129626,752.3675756,1041.947948,1475.236112
AT1G12820,881.4386475,861.1239968,1204.042534,1353.522514,664.6719926,324.5245286,797.1582516,745.6424828,747.815346,567.4710038,393.2889179,106.0606274,82.91777967,69.45740317
AT5G49980,2998.248953,2379.88721,3848.912317,1477.388967,1681.422714,1789.339166,2300.88859,5332.59483,1403.79372,1358.94372,628.138586,389.4413662,918.353522,500.8759214
AT3G25500,140.6035246,109.115027,59.5830817,99.09316244,19.74273245,47.08787278,170.603944,154.1328085,295.1902682,292.1761461,411.2678399,256.865582,1.564486409,12.71755269
AT1G31810,6.787756361,11.79621913,126.1304197,189.1778556,65.80910818,10.18116168,200.7993323,236.2035248,282.0707007,420.0843701,268.5601468,187.2632953,147.0617224,105.6535147
AT2G45190,10.66647428,66.35373263,10.05948133,15.7648213,612.0247061,727.9530603,3938.988406,2936.530261,5762.770013,7894.599468,3725.007894,3561.317005,25.03178254,144.784446
AT1G69260,10.66647428,26.54149305,14.70231886,9.008469312,6.580910818,7.635871262,33.21492715,42.03622051,62.3179455,69.47299474,559.593946,190.5776899,960.594655,1100.557445
AT1G13740,461.5674326,610.4543402,1599.457531,903.0990486,967.3938902,879.3978403,1719.627365,1867.609225,1475.951341,1669.299715,2322.651981,1135.180153,7248.265532,15096.71332
AT3G29575,84.36211478,75.20089698,157.0826699,202.6905595,46.06637572,24.18025899,163.0550969,179.1543684,951.1686419,1413.483267,2057.462882,984.3751981,280.0430672,267.0686065
AT2G24540,148.3609605,153.3508488,715.7707867,382.8599458,424.4687477,390.7020795,126.8206309,110.0948632,26.23913495,22.07553104,74.16305309,64.63069482,330.1066323,260.2206936
AT4G18960,2622.982994,2335.651389,409.3435093,1461.624146,46.06637572,72.54077698,28.6856189,12.01034872,0,3.895681948,6.742095736,0,0,4.89136642
AT5G08380,106.6647428,91.42069829,622.1402297,450.4234656,161.232315,159.0806513,625.0445382,362.3121863,764.2148054,593.4422168,1402.355913,734.1384053,314.4617682,110.5448811
AT5G08370,0.96967948,4.423582176,20.11896265,56.3029332,0,0,0,0,6.559783737,0.649280325,22.47365245,29.82955146,0,0
AT4G34460,922.1651857,1091.15027,2118.681529,2191.31016,1102.302562,1216.648821,2534.902849,2343.018862,2338.562902,2280.921781,1204.587771,1092.093023,714.9702888,551.7461322
AT3G12690,90.18019166,82.57353394,52.6188254,56.3029332,85.55184063,85.26722909,291.3854973,146.1259094,108.2364317,75.31651767,106.7498491,99.43183819,15.64486409,20.54373897
AT1G79250,4.848397401,0,16.24993137,6.756351984,9.871366227,3.817935631,3.019538832,7.006036752,0,0.649280325,0,0,0,1.956546568
AT3G25250,789.3190969,719.5693672,34.82128151,63.05928519,13.16182164,147.6268444,312.5222691,131.1129735,13.11956747,67.52515377,3.371047868,13.25757843,6.257945635,2.934819852
AT5G61980,11.63615376,11.79621913,82.02346312,101.3452798,72.390019,57.26903446,170.603944,127.1095239,163.9945934,103.2355716,129.2235016,101.0890355,9.386918453,18.5871924
AT3G07490,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956546568
AT4G05330,51.39301245,28.01602045,40.2379253,105.8495144,16.45227704,31.81613026,86.05685671,84.07244102,150.875026,153.2301566,106.7498491,117.6610085,23.46729613,15.65237255
AT3G17660,270.540575,122.3857735,68.09495052,144.135509,42.77592032,29.27083984,70.95916255,101.0871017,32.79891869,47.3974637,28.09206556,16.57197303,14.08037768,18.5871924
AT4G33680,1209.190312,2018.627999,3724.329509,3675.455479,3478.011367,2832.908238,3393.961647,3353.889879,6979.609896,4892.976527,2293.436233,1879.261742,987.190924,776.7489875
AT1G10870,117.3312171,95.84428047,95.95197573,83.32834114,65.80910818,75.0860674,84.54708729,73.06295469,268.9511332,240.8830005,260.6943684,147.49056,111.078535,82.17495586
AT5G54310,11.63615376,19.16885609,111.4281008,83.32834114,29.61409868,73.81342219,247.6021842,201.173341,485.4239965,618.7641494,457.3388274,316.5246849,51.62805149,63.58776346
AT3G53710,829.0759556,1244.501119,2203.02641,3330.881528,1852.526395,1290.462243,904.3518801,875.7545939,1282.437721,1380.36997,760.7331355,326.4678687,586.6824033,563.4854116
AT2G37550,250.1773059,377.4790123,828.7465,1193.622184,394.8546491,419.9729194,727.7088585,616.5312341,1033.165939,977.1668887,777.5883748,702.6516565,45.37010586,59.67467033
AT4G17890,160.9667937,128.2838831,189.5825327,297.2794873,161.232315,190.8967815,185.7016382,187.1612675,350.9484299,423.3307717,456.2151448,500.4735856,6.257945635,17.60891911
AT5G46750,78.5440379,86.99711612,96.72578198,204.9426769,141.4895826,241.8025899,436.3233612,186.1604051,409.9864836,636.2947182,328.1153258,328.125066,136.1103176,69.45740317
AT4G35390,120.2402555,88.47164351,3.095225023,11.26058664,154.6514042,99.2663264,102.6643203,78.06726666,200.073404,228.5466743,424.7520313,232.0076224,261.2692303,161.4150919
AT3G55560,3500.542924,1818.092274,1847.849339,2549.396815,2928.505314,7564.60313,9706.307575,14369.38138,3358.609273,5437.073439,2675.488324,2543.79786,416.1533848,2173.723237
AT3G22942,107.6344223,95.84428047,333.5104963,290.5231353,421.1782923,305.4348505,202.3091017,220.1897265,203.3532958,242.8308414,107.8735318,270.1231604,114.2075078,194.6763835
AT3G57550,4401.375161,5216.877912,6650.864769,6704.553286,8318.271274,3364.873936,3206.750239,3194.752759,1252.918694,720.0518801,343.8468825,200.5208737,9734.234436,4474.622001
AT5G27050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G47760,1.93935896,0,0,6.756351984,0,1.27264521,6.039077664,4.003449572,36.07881055,31.81473591,24.7210177,9.943183819,0,0
AT3G18650,0,0,0,0,0,0,0,0,0,1.298560649,0,0,0,0
AT1G22130,1.93935896,0,13.92851261,4.504234656,0,0,0,0,0,0,0,3.314394606,4.693459227,0
AT5G37415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71692,1.93935896,1.474527392,4.642837535,6.756351984,72.390019,113.2654237,81.52754846,141.1215974,6.559783737,17.53056877,0,1.657197303,0,0
AT3G61120,0.96967948,1.474527392,3.095225023,4.504234656,0,0,1.509769416,0,0,0,0,0,1.564486409,0
AT4G11880,0,0,0,0,0,2.545290421,0,0,0,0,0,21.54356494,6.257945635,0.978273284
AT5G13790,13.57551272,8.847164351,81.24965687,94.58892778,417.8878369,220.1676214,311.0124997,251.2164607,1295.557288,2146.520753,1849.581597,631.3921725,9.386918453,35.21783823
AT3G57230,59.15044829,69.30278742,352.8556527,475.1967562,23.03318786,26.72554942,4.529308248,81.06985384,45.91848616,48.69602435,55.06044851,21.54356494,10.95140486,7.826186273
AT2G22630,0,0,1.547612512,0,0,0,0,0,0,0,1.123682623,0,0,0.978273284
AT3G57390,4177.379201,3892.752314,2515.644138,1605.759655,279.6887098,346.1594972,137.3890169,77.06640427,42.63859429,49.34530468,49.44203539,97.77464089,646.1328868,1109.361904
AT4G22950,0,0,0,0,0,0,3.019538832,0,0,0,0,0,3.128972818,0
AT2G45660,21.33294856,13.27074653,4.642837535,11.26058664,6.580910818,5.090580841,6.039077664,6.005174358,0,0,5.618413113,13.25757843,12.51589127,11.73927941
AT4G37940,0,0,0,0,0,0,0,0,3.279891869,0,0,0,0,0
AT1G65360,0.96967948,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G24540,0,0,1.547612512,0,3.290455409,1.27264521,0,8.006899145,0,0,4.49473049,0,0,0
AT5G26880,100.8466659,227.0772183,583.4499169,1038.226088,1230.630323,285.0725271,291.3854973,242.2086991,1751.462258,971.3233658,406.7731094,197.2064791,375.4767381,272.9382463
AT1G01530,0,0,10.83328758,4.504234656,19.74273245,0,0,0,0,0,0,0,0,1.956546568
AT2G34440,11.63615376,17.6943287,35.59508777,13.51270397,13.16182164,1.27264521,10.56838591,3.002587179,6.559783737,5.194242598,6.742095736,0,1.564486409,0
AT2G03060,40.72653817,36.8631848,33.273669,31.52964259,13.16182164,33.08877547,52.84192956,44.0379453,81.99729671,179.2013696,94.3893403,124.2897977,50.06356508,45.00057107
AT5G65050,277.3283313,333.2431906,360.5937152,256.7413754,157.9418596,235.4393639,230.9947206,175.1509188,311.5897275,634.9961576,884.338224,584.990648,586.6824033,534.1372131
AT2G26320,0,0,0,0,0,2.545290421,0,0,0,0,0,0,0,0
AT5G26580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G26650,6.787756361,7.372636959,22.44038142,9.008469312,3.290455409,1.27264521,3.019538832,0,0,3.246401624,0,0,0,0
AT1G65300,0.96967948,0,14.70231886,18.01693862,13.16182164,11.45380689,25.66608007,8.006899145,0,0,0,0,0,1.956546568
AT5G27130,0,0,0,0,0,0,0,0,0,1.298560649,2.247365245,0,0,0
AT2G26880,0,5.898109567,1.547612512,0,6.580910818,0,0,0,0,2.597121299,2.247365245,3.314394606,0,0.978273284
AT5G62165,0,0,1.547612512,0,0,0,0,0,0,0,0,0,0,0
AT5G40220,0,0,0,0,0,0,0,0,0,0.649280325,2.247365245,0,0,0
AT2G14210,0,0,8.511868814,0,0,0,3.019538832,0,3.279891869,2.597121299,4.49473049,1.657197303,1.564486409,0.978273284
AT2G28700,6.787756361,4.423582176,7.738062559,0,0,1.27264521,0,2.001724786,0,1.947840974,0,0,7.822432044,7.826186273
AT2G40210,0,0,0,2.252117328,0,7.635871262,0,0,0,0,0,0,0,0
AT1G60040,5.818076881,13.27074653,45.6545691,27.02540794,0,3.817935631,3.019538832,0,6.559783737,0,0,0,0,0
AT1G59810,0,0,0,0,0,0,0,2.001724786,0,1.298560649,0,0,1.564486409,0
AT4G02235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G11250,0,0,1.547612512,0,0,0,0,0,0,1.298560649,0,4.97159191,3.128972818,3.913093136
AT5G27070,0,0,0,0,0,0,0,0,0,0.649280325,0,0,0,0
AT5G27090,0,5.898109567,0,0,0,0,0,0,0,0,0,0,0,0
AT1G60920,0,0,3.869031279,4.504234656,0,0,0,0,0,2.597121299,0,0,1.564486409,1.956546568
AT1G60880,0,0,0,0,0,2.545290421,0,0,0,0,0,0,3.128972818,1.956546568
AT3G04100,1.93935896,0,0,0,6.580910818,5.090580841,3.019538832,0,0,0,0,1.657197303,1.564486409,3.913093136
AT1G28450,723.3808922,1415.546296,304.1058586,529.2475721,457.3733018,178.1703294,0,8.006899145,6.559783737,0,0,0,1.564486409,0.978273284
AT1G28460,148.3609605,171.0451775,103.6900383,128.3706877,16.45227704,10.18116168,0,2.001724786,0,0,0,0,0,0
AT2G45650,94.05890958,157.7744309,355.1770714,344.5739512,0,5.090580841,4.529308248,11.00948632,0,0,2.247365245,0,0,0
AT2G24840,0,0,0,0,0,0,0,6.005174358,0,0,0,0,0,0
AT5G60440,9.696794802,17.6943287,26.3094127,31.52964259,6.580910818,29.27083984,6.039077664,24.02069743,22.95924308,20.12769007,13.48419147,8.285986516,4.693459227,12.71755269
AT1G29962,373.3265999,446.7817997,226.725233,322.0527779,46.06637572,13.99909731,0,2.001724786,0,0,0,0,0,0
AT1G18750,16.48455116,17.6943287,10.05948133,22.52117328,0,16.54438773,37.7442354,55.04743162,29.51902682,33.11329656,21.34996983,48.05872179,53.1925379,44.02229778
AT1G77980,0.96967948,0,0.773806256,0,0,0,3.019538832,0,0,0,0,0,4.693459227,0.978273284
AT1G77950,1.93935896,1.474527392,0,0,0,2.545290421,0,0,0,4.544962273,853.9987932,1055.634682,1900.850987,1343.169219
AT5G51870,0,0,1.547612512,0,0,0,0,0,0,0,4.49473049,0,1.564486409,0
AT5G41200,0,0,0,0,0,0,0,0,6.559783737,1.298560649,0,0,0,1.956546568
AT5G40120,0.96967948,0,0,0,0,0,0,4.003449572,3.279891869,0,0,0,1.564486409,3.913093136
AT5G38740,0,0,0,0,0,0,0,0,6.559783737,0,0,0,0,0
AT5G65330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G30260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G60910,19.3935896,14.74527392,17.79754388,15.7648213,0,0,0,14.0120735,3.279891869,0,0,0,0,0
AT5G48670,3.878717921,1.474527392,3.095225023,6.756351984,6.580910818,7.635871262,34.72469657,26.02242222,29.51902682,53.24098663,53.93676588,31.48674876,3.128972818,0
AT5G39750,0,0,0,0,0,0,0,1.000862393,0,2.597121299,0,0,0,0
AT5G58890,0.96967948,0,1.547612512,0,0,0,0,2.001724786,0,0,0,9.943183819,4.693459227,3.913093136
AT5G49490,0,0,0,0,0,2.545290421,0,0,0,0,0,0,1.564486409,1.956546568
AT1G54760,0,0,0,0,0,0,0,0,0,0,0,0,1.564486409,0
AT1G31630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G22590,77.57435842,73.72636959,54.94024417,47.29446389,69.09956359,61.08697009,747.3358609,563.4855273,4788.642128,4036.575779,939.3986725,770.596746,50.06356508,128.1538002
AT5G27580,0,0,1.547612512,4.504234656,0,0,0,0,0,0,0,0,0,0
AT5G27960,0,0,13.92851261,20.26905595,0,3.817935631,0,2.001724786,6.559783737,0.649280325,0,4.97159191,0,0
AT3G66656,0,0,0,0,0,0,0,0,0,2.597121299,4.49473049,0,0,0
AT1G31640,0,0,0,0,0,2.545290421,0,7.006036752,0,0,0,0,0,0
AT5G26950,0,0,0.773806256,0,0,5.090580841,13.58792474,6.005174358,3.279891869,1.298560649,1.123682623,0,0,0
AT1G69540,0.96967948,0,2.321418768,0,0,0,0,4.003449572,0,0,4.49473049,0,326.9776594,435.3316114
AT2G15660,4.848397401,0,3.095225023,4.504234656,13.16182164,7.635871262,0,0,0,1.947840974,0,0,0,0
AT5G06500,3.878717921,4.423582176,15.47612512,56.3029332,144.780038,21.63496857,0,0,0,0,0,0,0,0
AT1G46408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
